date,location,new_cases,new_deaths,total_cases,total_deaths,total_survivors
2020-02-11,DF,0,0,0,0,0
2020-02-12,DF,0,0,0,0,0
2020-02-13,DF,0,0,0,0,0
2020-02-14,DF,0,0,0,0,0
2020-02-15,DF,0,0,0,0,0
2020-02-16,DF,0,0,0,0,0
2020-02-17,DF,0,0,0,0,0
2020-02-18,DF,0,0,0,0,0
2020-02-19,DF,0,0,0,0,0
2020-02-20,DF,0,0,0,0,0
2020-02-21,DF,0,0,0,0,0
2020-02-22,DF,0,0,0,0,0
2020-02-23,DF,0,0,0,0,0
2020-02-24,DF,0,0,0,0,0
2020-02-25,DF,0,0,0,0,0
2020-02-26,DF,0,0,0,0,0
2020-02-27,DF,0,0,0,0,0
2020-02-28,DF,0,0,0,0,0
2020-02-29,DF,0,0,0,0,0
2020-03-01,DF,0,0,0,0,0
2020-03-02,DF,0,0,0,0,0
2020-03-03,DF,0,0,0,0,0
2020-03-04,DF,0,0,0,0,0
2020-03-05,DF,0,0,0,0,0
2020-03-06,DF,0,0,0,0,0
2020-03-07,DF,1,0,1,0,0
2020-03-08,DF,0,0,1,0,0
2020-03-09,DF,0,0,1,0,0
2020-03-10,DF,0,0,1,0,0
2020-03-11,DF,1,0,2,0,0
2020-03-12,DF,0,0,2,0,0
2020-03-13,DF,0,0,2,0,0
2020-03-14,DF,4,0,6,0,0
2020-03-15,DF,2,0,8,0,0
2020-03-16,DF,5,0,13,0,0
2020-03-17,DF,9,0,22,0,0
2020-03-18,DF,4,0,26,0,0
2020-03-19,DF,16,0,42,0,0
2020-03-20,DF,45,0,87,0,0
2020-03-21,DF,13,0,100,0,0
2020-03-22,DF,17,0,117,0,0
2020-03-23,DF,16,0,133,0,0
2020-03-24,DF,27,0,160,0,0
2020-03-25,DF,0,0,160,0,0
2020-03-26,DF,40,0,200,0,0
2020-03-27,DF,30,0,230,0,0
2020-03-28,DF,30,0,260,0,0
2020-03-29,DF,29,1,289,1,0
2020-03-30,DF,23,0,312,1,0
2020-03-31,DF,20,2,332,3,0
2020-04-01,DF,23,0,355,3,0
2020-04-02,DF,15,1,370,4,0
2020-04-03,DF,32,1,402,5,0
2020-04-04,DF,52,2,454,7,0
2020-04-05,DF,14,0,468,7,0
2020-04-06,DF,5,3,473,10,0
2020-04-07,DF,19,2,492,12,0
2020-04-08,DF,17,0,509,12,0
2020-04-09,DF,18,1,527,13,148
2020-04-10,DF,28,1,555,14,148
2020-04-11,DF,24,0,579,14,148
2020-04-12,DF,35,0,614,14,148
2020-04-13,DF,24,1,638,15,148
2020-04-14,DF,13,2,651,17,311
2020-04-15,DF,31,0,682,17,333
2020-04-16,DF,34,3,716,20,496
2020-04-17,DF,30,0,746,20,564
2020-04-18,DF,16,4,762,24,582
2020-04-19,DF,65,0,827,24,582
2020-04-20,DF,45,0,872,24,582
2020-04-21,DF,9,0,881,24,587
2020-04-22,DF,65,1,946,25,612
2020-04-23,DF,17,0,963,25,638
2020-04-24,DF,26,1,989,26,657
2020-04-25,DF,24,0,1013,26,680
2020-04-26,DF,53,1,1066,27,705
2020-04-27,DF,80,0,1146,27,705
2020-04-28,DF,67,1,1213,28,791
2020-04-29,DF,62,0,1275,28,862
2020-04-30,DF,81,2,1356,30,864
2020-05-01,DF,110,0,1466,30,901
2020-05-02,DF,100,1,1566,31,949
2020-05-03,DF,83,2,1649,33,985
2020-05-04,DF,119,0,1768,33,1009
2020-05-05,DF,50,0,1818,33,1081
2020-01-30,ES,0,0,0,0,0
2020-01-31,ES,0,0,0,0,0
2020-02-01,ES,0,0,0,0,0
2020-02-02,ES,0,0,0,0,0
2020-02-03,ES,0,0,0,0,0
2020-02-04,ES,0,0,0,0,0
2020-02-05,ES,0,0,0,0,0
2020-02-06,ES,0,0,0,0,0
2020-02-07,ES,0,0,0,0,0
2020-02-08,ES,0,0,0,0,0
2020-02-09,ES,0,0,0,0,0
2020-02-10,ES,0,0,0,0,0
2020-02-11,ES,0,0,0,0,0
2020-02-12,ES,0,0,0,0,0
2020-02-13,ES,0,0,0,0,0
2020-02-14,ES,0,0,0,0,0
2020-02-15,ES,0,0,0,0,0
2020-02-16,ES,0,0,0,0,0
2020-02-17,ES,0,0,0,0,0
2020-02-18,ES,0,0,0,0,0
2020-02-19,ES,0,0,0,0,0
2020-02-20,ES,0,0,0,0,0
2020-02-21,ES,0,0,0,0,0
2020-02-22,ES,0,0,0,0,0
2020-02-23,ES,0,0,0,0,0
2020-02-24,ES,0,0,0,0,0
2020-02-25,ES,0,0,0,0,0
2020-02-26,ES,0,0,0,0,0
2020-02-27,ES,0,0,0,0,0
2020-02-28,ES,0,0,0,0,0
2020-02-29,ES,0,0,0,0,0
2020-03-01,ES,0,0,0,0,0
2020-03-02,ES,0,0,0,0,0
2020-03-03,ES,0,0,0,0,0
2020-03-04,ES,0,0,0,0,0
2020-03-05,ES,0,0,0,0,0
2020-03-06,ES,1,0,1,0,0
2020-03-07,ES,0,0,1,0,0
2020-03-08,ES,0,0,1,0,0
2020-03-09,ES,0,0,1,0,0
2020-03-10,ES,0,0,1,0,0
2020-03-11,ES,0,0,1,0,0
2020-03-12,ES,0,0,1,0,0
2020-03-13,ES,0,0,1,0,0
2020-03-14,ES,0,0,1,0,0
2020-03-15,ES,0,0,1,0,0
2020-03-16,ES,0,0,1,0,0
2020-03-17,ES,0,0,1,0,0
2020-03-18,ES,8,0,9,0,0
2020-03-19,ES,2,0,11,0,0
2020-03-20,ES,2,0,13,0,0
2020-03-21,ES,13,0,26,0,0
2020-03-22,ES,0,0,26,0,0
2020-03-23,ES,3,0,29,0,0
2020-03-24,ES,4,0,33,0,0
2020-03-25,ES,6,0,39,0,0
2020-03-26,ES,0,0,39,0,0
2020-03-27,ES,8,0,47,0,0
2020-03-28,ES,6,0,53,0,0
2020-03-29,ES,7,0,60,0,0
2020-03-30,ES,12,0,72,0,0
2020-03-31,ES,12,0,84,0,0
2020-04-01,ES,12,0,96,0,0
2020-04-02,ES,24,1,120,1,0
2020-04-03,ES,19,3,139,4,0
2020-04-04,ES,14,1,153,5,0
2020-04-05,ES,13,1,166,6,0
2020-04-06,ES,28,0,194,6,0
2020-04-07,ES,15,0,209,6,0
2020-04-08,ES,18,0,227,6,0
2020-04-09,ES,46,0,273,6,41
2020-04-10,ES,27,1,300,7,41
2020-04-11,ES,49,2,349,9,41
2020-04-12,ES,34,0,383,9,41
2020-04-13,ES,47,5,430,14,86
2020-04-14,ES,33,3,463,17,86
2020-04-15,ES,94,1,557,18,86
2020-04-16,ES,197,4,754,22,86
2020-04-17,ES,102,3,856,25,86
2020-04-18,ES,96,3,952,28,86
2020-04-19,ES,147,2,1099,30,86
2020-04-20,ES,69,3,1168,33,236
2020-04-21,ES,44,1,1212,34,263
2020-04-22,ES,101,0,1313,34,342
2020-04-23,ES,50,8,1363,42,370
2020-04-24,ES,18,0,1381,42,400
2020-04-25,ES,214,5,1595,47,468
2020-04-26,ES,108,4,1703,51,481
2020-04-27,ES,93,6,1796,57,501
2020-04-28,ES,78,7,1874,64,591
2020-04-29,ES,233,12,2107,76,819
2020-04-30,ES,358,7,2465,83,849
2020-05-01,ES,197,13,2662,96,897
2020-05-02,ES,323,7,2985,103,979
2020-05-03,ES,138,12,3086,114,998
2020-05-04,ES,140,8,3226,122,1023
2020-05-05,ES,176,11,3402,133,1128
2020-01-30,GO,0,0,0,0,0
2020-01-31,GO,0,0,0,0,0
2020-02-01,GO,0,0,0,0,0
2020-02-02,GO,0,0,0,0,0
2020-02-03,GO,0,0,0,0,0
2020-02-04,GO,0,0,0,0,0
2020-02-05,GO,0,0,0,0,0
2020-02-06,GO,0,0,0,0,0
2020-02-07,GO,0,0,0,0,0
2020-02-08,GO,0,0,0,0,0
2020-02-09,GO,0,0,0,0,0
2020-02-10,GO,0,0,0,0,0
2020-02-11,GO,0,0,0,0,0
2020-02-12,GO,0,0,0,0,0
2020-02-13,GO,0,0,0,0,0
2020-02-14,GO,0,0,0,0,0
2020-02-15,GO,0,0,0,0,0
2020-02-16,GO,0,0,0,0,0
2020-02-17,GO,0,0,0,0,0
2020-02-18,GO,0,0,0,0,0
2020-02-19,GO,0,0,0,0,0
2020-02-20,GO,0,0,0,0,0
2020-02-21,GO,0,0,0,0,0
2020-02-22,GO,0,0,0,0,0
2020-02-23,GO,0,0,0,0,0
2020-02-24,GO,0,0,0,0,0
2020-02-25,GO,0,0,0,0,0
2020-02-26,GO,0,0,0,0,0
2020-02-27,GO,0,0,0,0,0
2020-02-28,GO,0,0,0,0,0
2020-02-29,GO,0,0,0,0,0
2020-03-01,GO,0,0,0,0,0
2020-03-02,GO,0,0,0,0,0
2020-03-03,GO,0,0,0,0,0
2020-03-04,GO,0,0,0,0,0
2020-03-05,GO,0,0,0,0,0
2020-03-06,GO,0,0,0,0,0
2020-03-07,GO,0,0,0,0,0
2020-03-08,GO,0,0,0,0,0
2020-03-09,GO,0,0,0,0,0
2020-03-10,GO,0,0,0,0,0
2020-03-11,GO,0,0,0,0,0
2020-03-12,GO,0,0,0,0,0
2020-03-13,GO,3,0,3,0,0
2020-03-14,GO,0,0,3,0,0
2020-03-15,GO,0,0,3,0,0
2020-03-16,GO,0,0,3,0,0
2020-03-17,GO,3,0,6,0,0
2020-03-18,GO,2,0,8,0,0
2020-03-19,GO,4,0,12,0,0
2020-03-20,GO,3,0,15,0,0
2020-03-21,GO,5,0,20,0,0
2020-03-22,GO,1,0,21,0,0
2020-03-23,GO,2,0,23,0,0
2020-03-24,GO,4,0,27,0,0
2020-03-25,GO,2,0,29,0,0
2020-03-26,GO,10,1,39,1,0
2020-03-27,GO,10,0,49,1,0
2020-03-28,GO,7,0,56,1,0
2020-03-29,GO,2,0,58,1,0
2020-03-30,GO,3,0,61,1,0
2020-03-31,GO,4,0,65,1,0
2020-04-01,GO,6,0,71,1,0
2020-04-02,GO,2,0,73,1,0
2020-04-03,GO,15,1,88,2,0
2020-04-04,GO,15,0,103,2,0
2020-04-05,GO,12,1,115,3,0
2020-04-06,GO,4,2,119,5,0
2020-04-07,GO,14,0,133,5,0
2020-04-08,GO,25,2,158,7,0
2020-04-09,GO,21,0,179,7,0
2020-04-10,GO,12,1,191,8,64
2020-04-11,GO,18,2,209,10,64
2020-04-12,GO,20,4,229,14,64
2020-04-13,GO,4,1,233,15,64
2020-04-14,GO,51,0,284,15,64
2020-04-15,GO,20,0,304,15,64
2020-04-16,GO,14,1,318,16,64
2020-04-17,GO,17,0,335,16,64
2020-04-18,GO,43,2,378,18,64
2020-04-19,GO,15,0,393,18,64
2020-04-20,GO,10,1,403,19,64
2020-04-21,GO,18,0,421,19,64
2020-04-22,GO,17,2,438,21,64
2020-04-23,GO,15,2,453,23,133
2020-04-24,GO,33,1,486,24,133
2020-04-25,GO,20,1,506,25,133
2020-04-26,GO,67,0,573,25,133
2020-04-27,GO,43,1,616,26,133
2020-04-28,GO,45,1,661,27,133
2020-04-29,GO,44,0,705,27,133
2020-04-30,GO,76,2,781,29,135
2020-05-01,GO,27,0,808,29,135
2020-05-02,GO,17,1,825,30,162
2020-05-03,GO,25,0,850,30,162
2020-05-04,GO,11,0,861,30,162
2020-05-05,GO,61,8,922,38,162
2020-01-30,MA,0,0,0,0,0
2020-01-31,MA,0,0,0,0,0
2020-02-01,MA,0,0,0,0,0
2020-02-02,MA,0,0,0,0,0
2020-02-03,MA,0,0,0,0,0
2020-02-04,MA,0,0,0,0,0
2020-02-05,MA,0,0,0,0,0
2020-02-06,MA,0,0,0,0,0
2020-02-07,MA,0,0,0,0,0
2020-02-08,MA,0,0,0,0,0
2020-02-09,MA,0,0,0,0,0
2020-02-10,MA,0,0,0,0,0
2020-02-11,MA,0,0,0,0,0
2020-02-12,MA,0,0,0,0,0
2020-02-13,MA,0,0,0,0,0
2020-02-14,MA,0,0,0,0,0
2020-02-15,MA,0,0,0,0,0
2020-02-16,MA,0,0,0,0,0
2020-02-17,MA,0,0,0,0,0
2020-02-18,MA,0,0,0,0,0
2020-02-19,MA,0,0,0,0,0
2020-02-20,MA,0,0,0,0,0
2020-02-21,MA,0,0,0,0,0
2020-02-22,MA,0,0,0,0,0
2020-02-23,MA,0,0,0,0,0
2020-02-24,MA,0,0,0,0,0
2020-02-25,MA,0,0,0,0,0
2020-02-26,MA,0,0,0,0,0
2020-02-27,MA,0,0,0,0,0
2020-02-28,MA,0,0,0,0,0
2020-02-29,MA,0,0,0,0,0
2020-03-01,MA,0,0,0,0,0
2020-03-02,MA,0,0,0,0,0
2020-03-03,MA,0,0,0,0,0
2020-03-04,MA,0,0,0,0,0
2020-03-05,MA,0,0,0,0,0
2020-03-06,MA,0,0,0,0,0
2020-03-07,MA,0,0,0,0,0
2020-03-08,MA,0,0,0,0,0
2020-03-09,MA,0,0,0,0,0
2020-03-10,MA,0,0,0,0,0
2020-03-11,MA,0,0,0,0,0
2020-03-12,MA,0,0,0,0,0
2020-03-13,MA,0,0,0,0,0
2020-03-14,MA,0,0,0,0,0
2020-03-15,MA,0,0,0,0,0
2020-03-16,MA,0,0,0,0,0
2020-03-17,MA,0,0,0,0,0
2020-03-18,MA,0,0,0,0,0
2020-03-19,MA,0,0,0,0,0
2020-03-20,MA,0,0,0,0,0
2020-03-21,MA,1,0,1,0,0
2020-03-22,MA,1,0,2,0,0
2020-03-23,MA,0,0,2,0,0
2020-03-24,MA,6,0,8,0,0
2020-03-25,MA,0,0,8,0,0
2020-03-26,MA,2,0,10,0,0
2020-03-27,MA,3,0,13,0,0
2020-03-28,MA,1,0,14,0,0
2020-03-29,MA,2,0,16,0,0
2020-03-30,MA,7,1,23,1,0
2020-03-31,MA,8,0,31,1,0
2020-04-01,MA,21,0,52,1,0
2020-04-02,MA,19,0,71,1,0
2020-04-03,MA,10,0,81,1,0
2020-04-04,MA,7,0,88,1,0
2020-04-05,MA,8,1,96,2,0
2020-04-06,MA,37,0,133,2,0
2020-04-07,MA,39,2,172,4,0
2020-04-08,MA,58,7,230,11,0
2020-04-09,MA,43,1,273,12,53
2020-04-10,MA,20,4,293,16,54
2020-04-11,MA,51,5,344,21,65
2020-04-12,MA,54,3,398,24,68
2020-04-13,MA,47,3,445,27,68
2020-04-14,MA,33,5,478,32,76
2020-04-15,MA,152,2,630,34,87
2020-04-16,MA,65,3,695,37,96
2020-04-17,MA,102,3,797,40,102
2020-04-18,MA,243,4,1040,44,109
2020-04-19,MA,165,4,1205,48,132
2020-04-20,MA,115,6,1320,54,142
2020-04-21,MA,76,6,1396,60,159
2020-04-22,MA,208,6,1604,66,171
2020-04-23,MA,153,10,1757,76,214
2020-04-24,MA,194,12,1951,88,250
2020-04-25,MA,154,12,2105,100,307
2020-04-26,MA,118,12,2223,112,463
2020-04-27,MA,187,13,2410,125,533
2020-04-28,MA,118,20,2528,145,600
2020-04-29,MA,276,21,2804,166,734
2020-04-30,MA,386,18,3190,184,784
2020-05-01,MA,316,20,3506,204,871
2020-05-02,MA,299,20,3805,224,927
2020-05-03,MA,235,13,4040,237,1005
2020-05-04,MA,187,12,4227,249,1115
2020-05-05,MA,303,22,4530,271,1115
2020-01-30,MG,0,0,0,0,0
2020-01-31,MG,0,0,0,0,0
2020-02-01,MG,0,0,0,0,0
2020-02-02,MG,0,0,0,0,0
2020-02-03,MG,0,0,0,0,0
2020-02-04,MG,0,0,0,0,0
2020-02-05,MG,0,0,0,0,0
2020-02-06,MG,0,0,0,0,0
2020-02-07,MG,0,0,0,0,0
2020-02-08,MG,0,0,0,0,0
2020-02-09,MG,0,0,0,0,0
2020-02-10,MG,0,0,0,0,0
2020-02-11,MG,0,0,0,0,0
2020-02-12,MG,0,0,0,0,0
2020-02-13,MG,0,0,0,0,0
2020-02-14,MG,0,0,0,0,0
2020-02-15,MG,0,0,0,0,0
2020-02-16,MG,0,0,0,0,0
2020-02-17,MG,0,0,0,0,0
2020-02-18,MG,0,0,0,0,0
2020-02-19,MG,0,0,0,0,0
2020-02-20,MG,0,0,0,0,0
2020-02-21,MG,0,0,0,0,0
2020-02-22,MG,0,0,0,0,0
2020-02-23,MG,0,0,0,0,0
2020-02-24,MG,0,0,0,0,0
2020-02-25,MG,0,0,0,0,0
2020-02-26,MG,0,0,0,0,0
2020-02-27,MG,0,0,0,0,0
2020-02-28,MG,0,0,0,0,0
2020-02-29,MG,0,0,0,0,0
2020-03-01,MG,0,0,0,0,0
2020-03-02,MG,0,0,0,0,0
2020-03-03,MG,0,0,0,0,0
2020-03-04,MG,0,0,0,0,0
2020-03-05,MG,0,0,0,0,0
2020-03-06,MG,0,0,0,0,0
2020-03-07,MG,0,0,0,0,0
2020-03-08,MG,1,0,1,0,0
2020-03-09,MG,0,0,1,0,0
2020-03-10,MG,0,0,1,0,0
2020-03-11,MG,0,0,1,0,0
2020-03-12,MG,0,0,1,0,0
2020-03-13,MG,1,0,2,0,0
2020-03-14,MG,0,0,2,0,0
2020-03-15,MG,0,0,2,0,0
2020-03-16,MG,3,0,5,0,0
2020-03-17,MG,2,0,7,0,0
2020-03-18,MG,8,0,15,0,0
2020-03-19,MG,14,0,29,0,0
2020-03-20,MG,6,0,35,0,0
2020-03-21,MG,3,0,38,0,0
2020-03-22,MG,45,0,83,0,0
2020-03-23,MG,45,0,128,0,0
2020-03-24,MG,2,0,130,0,0
2020-03-25,MG,3,0,133,0,0
2020-03-26,MG,20,0,153,0,0
2020-03-27,MG,36,0,189,0,0
2020-03-28,MG,16,0,205,0,0
2020-03-29,MG,26,0,231,0,0
2020-03-30,MG,30,1,261,1,0
2020-03-31,MG,14,1,275,2,0
2020-04-01,MG,39,1,314,3,0
2020-04-02,MG,56,1,370,4,0
2020-04-03,MG,27,2,397,6,0
2020-04-04,MG,33,0,430,6,0
2020-04-05,MG,68,0,498,6,0
2020-04-06,MG,27,3,525,9,0
2020-04-07,MG,34,2,559,11,0
2020-04-08,MG,55,3,614,14,0
2020-04-09,MG,41,1,655,15,5
2020-04-10,MG,43,2,698,17,5
2020-04-11,MG,52,0,750,17,5
2020-04-12,MG,56,3,806,20,5
2020-04-13,MG,9,3,815,23,5
2020-04-14,MG,69,4,884,27,5
2020-04-15,MG,19,3,903,30,5
2020-04-16,MG,55,3,958,33,5
2020-04-17,MG,63,2,1021,35,5
2020-04-18,MG,56,4,1077,39,5
2020-04-19,MG,77,0,1154,39,5
2020-04-20,MG,35,2,1189,41,5
2020-04-21,MG,41,3,1230,44,5
2020-04-22,MG,53,3,1283,47,5
2020-04-23,MG,25,4,1308,51,5
2020-04-24,MG,111,3,1419,54,5
2020-04-25,MG,62,4,1481,58,5
2020-04-26,MG,67,3,1548,61,5
2020-04-27,MG,38,1,1586,62,5
2020-04-28,MG,63,9,1649,71,5
2020-04-29,MG,109,9,1758,80,5
2020-04-30,MG,69,2,1827,82,5
2020-05-01,MG,108,6,1935,88,289
2020-05-02,MG,88,0,2023,88,325
2020-05-03,MG,95,1,2118,89,352
2020-05-04,MG,229,1,2347,90,352
2020-05-05,MG,105,4,2452,94,352
2020-01-30,MS,0,0,0,0,0
2020-01-31,MS,0,0,0,0,0
2020-02-01,MS,0,0,0,0,0
2020-02-02,MS,0,0,0,0,0
2020-02-03,MS,0,0,0,0,0
2020-02-04,MS,0,0,0,0,0
2020-02-05,MS,0,0,0,0,0
2020-02-06,MS,0,0,0,0,0
2020-02-07,MS,0,0,0,0,0
2020-02-08,MS,0,0,0,0,0
2020-02-09,MS,0,0,0,0,0
2020-02-10,MS,0,0,0,0,0
2020-02-11,MS,0,0,0,0,0
2020-02-12,MS,0,0,0,0,0
2020-02-13,MS,0,0,0,0,0
2020-02-14,MS,0,0,0,0,0
2020-02-15,MS,0,0,0,0,0
2020-02-16,MS,0,0,0,0,0
2020-02-17,MS,0,0,0,0,0
2020-02-18,MS,0,0,0,0,0
2020-02-19,MS,0,0,0,0,0
2020-02-20,MS,0,0,0,0,0
2020-02-21,MS,0,0,0,0,0
2020-02-22,MS,0,0,0,0,0
2020-02-23,MS,0,0,0,0,0
2020-02-24,MS,0,0,0,0,0
2020-02-25,MS,0,0,0,0,0
2020-02-26,MS,0,0,0,0,0
2020-02-27,MS,0,0,0,0,0
2020-02-28,MS,0,0,0,0,0
2020-02-29,MS,0,0,0,0,0
2020-03-01,MS,0,0,0,0,0
2020-03-02,MS,0,0,0,0,0
2020-03-03,MS,0,0,0,0,0
2020-03-04,MS,0,0,0,0,0
2020-03-05,MS,0,0,0,0,0
2020-03-06,MS,0,0,0,0,0
2020-03-07,MS,0,0,0,0,0
2020-03-08,MS,0,0,0,0,0
2020-03-09,MS,0,0,0,0,0
2020-03-10,MS,0,0,0,0,0
2020-03-11,MS,0,0,0,0,0
2020-03-12,MS,0,0,0,0,0
2020-03-13,MS,0,0,0,0,0
2020-03-14,MS,0,0,0,0,0
2020-03-15,MS,0,0,0,0,0
2020-03-16,MS,2,0,2,0,0
2020-03-17,MS,2,0,4,0,0
2020-03-18,MS,3,0,7,0,0
2020-03-19,MS,0,0,7,0,0
2020-03-20,MS,2,0,9,0,0
2020-03-21,MS,7,0,16,0,0
2020-03-22,MS,5,0,21,0,0
2020-03-23,MS,0,0,21,0,0
2020-03-24,MS,2,0,23,0,0
2020-03-25,MS,1,0,24,0,0
2020-03-26,MS,1,0,25,0,0
2020-03-27,MS,3,0,28,0,0
2020-03-28,MS,3,0,31,0,0
2020-03-29,MS,5,0,36,0,0
2020-03-30,MS,8,0,44,0,0
2020-03-31,MS,4,1,48,1,0
2020-04-01,MS,3,0,51,1,0
2020-04-02,MS,2,0,53,1,0
2020-04-03,MS,7,0,60,1,0
2020-04-04,MS,2,0,62,1,0
2020-04-05,MS,3,0,65,1,0
2020-04-06,MS,1,0,66,1,0
2020-04-07,MS,14,1,80,2,0
2020-04-08,MS,5,0,85,2,0
2020-04-09,MS,4,0,89,2,44
2020-04-10,MS,8,0,97,2,44
2020-04-11,MS,3,0,100,2,47
2020-04-12,MS,1,0,101,2,48
2020-04-13,MS,12,2,113,4,49
2020-04-14,MS,2,0,115,4,50
2020-04-15,MS,6,0,121,4,50
2020-04-16,MS,10,1,131,5,51
2020-04-17,MS,12,0,143,5,57
2020-04-18,MS,18,0,161,5,78
2020-04-19,MS,7,0,168,5,79
2020-04-20,MS,3,0,171,5,89
2020-04-21,MS,2,1,173,6,89
2020-04-22,MS,2,0,175,6,94
2020-04-23,MS,11,1,186,7,102
2020-04-24,MS,27,0,213,7,102
2020-04-25,MS,4,0,217,7,105
2020-04-26,MS,17,0,234,7,114
2020-04-27,MS,4,2,238,9,124
2020-04-28,MS,2,0,240,9,124
2020-04-29,MS,9,0,249,9,132
2020-04-30,MS,6,0,255,9,153
2020-05-01,MS,6,0,261,9,154
2020-05-02,MS,5,0,266,9,154
2020-05-03,MS,6,1,272,10,156
2020-05-04,MS,2,0,274,10,172
2020-05-05,MS,9,0,283,10,181
2020-01-30,MT,0,0,0,0,0
2020-01-31,MT,0,0,0,0,0
2020-02-01,MT,0,0,0,0,0
2020-02-02,MT,0,0,0,0,0
2020-02-03,MT,0,0,0,0,0
2020-02-04,MT,0,0,0,0,0
2020-02-05,MT,0,0,0,0,0
2020-02-06,MT,0,0,0,0,0
2020-02-07,MT,0,0,0,0,0
2020-02-08,MT,0,0,0,0,0
2020-02-09,MT,0,0,0,0,0
2020-02-10,MT,0,0,0,0,0
2020-02-11,MT,0,0,0,0,0
2020-02-12,MT,0,0,0,0,0
2020-02-13,MT,0,0,0,0,0
2020-02-14,MT,0,0,0,0,0
2020-02-15,MT,0,0,0,0,0
2020-02-16,MT,0,0,0,0,0
2020-02-17,MT,0,0,0,0,0
2020-02-18,MT,0,0,0,0,0
2020-02-19,MT,0,0,0,0,0
2020-02-20,MT,0,0,0,0,0
2020-02-21,MT,0,0,0,0,0
2020-02-22,MT,0,0,0,0,0
2020-02-23,MT,0,0,0,0,0
2020-02-24,MT,0,0,0,0,0
2020-02-25,MT,0,0,0,0,0
2020-02-26,MT,0,0,0,0,0
2020-02-27,MT,0,0,0,0,0
2020-02-28,MT,0,0,0,0,0
2020-02-29,MT,0,0,0,0,0
2020-03-01,MT,0,0,0,0,0
2020-03-02,MT,0,0,0,0,0
2020-03-03,MT,0,0,0,0,0
2020-03-04,MT,0,0,0,0,0
2020-03-05,MT,0,0,0,0,0
2020-03-06,MT,0,0,0,0,0
2020-03-07,MT,0,0,0,0,0
2020-03-08,MT,0,0,0,0,0
2020-03-09,MT,0,0,0,0,0
2020-03-10,MT,0,0,0,0,0
2020-03-11,MT,0,0,0,0,0
2020-03-12,MT,0,0,0,0,0
2020-03-13,MT,0,0,0,0,0
2020-03-14,MT,0,0,0,0,0
2020-03-15,MT,0,0,0,0,0
2020-03-16,MT,0,0,0,0,0
2020-03-17,MT,0,0,0,0,0
2020-03-18,MT,0,0,0,0,0
2020-03-19,MT,0,0,0,0,0
2020-03-20,MT,1,0,1,0,0
2020-03-21,MT,1,0,2,0,0
2020-03-22,MT,0,0,2,0,0
2020-03-23,MT,0,0,2,0,0
2020-03-24,MT,5,0,7,0,0
2020-03-25,MT,1,0,8,0,0
2020-03-26,MT,3,0,11,0,0
2020-03-27,MT,0,0,11,0,0
2020-03-28,MT,2,0,13,0,0
2020-03-29,MT,3,0,16,0,0
2020-03-30,MT,2,0,18,0,0
2020-03-31,MT,7,0,25,0,0
2020-04-01,MT,2,0,27,0,0
2020-04-02,MT,9,0,36,0,0
2020-04-03,MT,8,1,44,1,0
2020-04-04,MT,12,0,56,1,0
2020-04-05,MT,4,0,60,1,0
2020-04-06,MT,16,0,76,1,0
2020-04-07,MT,2,0,78,1,0
2020-04-08,MT,12,0,90,1,0
2020-04-09,MT,18,1,108,2,11
2020-04-10,MT,4,0,112,2,11
2020-04-11,MT,9,1,121,3,17
2020-04-12,MT,2,0,123,3,17
2020-04-13,MT,11,1,134,4,17
2020-04-14,MT,4,0,138,4,31
2020-04-15,MT,13,0,151,4,50
2020-04-16,MT,5,1,156,5,50
2020-04-17,MT,6,0,162,5,57
2020-04-18,MT,9,0,171,5,78
2020-04-19,MT,3,0,174,5,79
2020-04-20,MT,7,1,181,6,89
2020-04-21,MT,0,0,181,6,89
2020-04-22,MT,2,0,183,6,94
2020-04-23,MT,38,1,221,7,109
2020-04-24,MT,19,1,240,8,125
2020-04-25,MT,7,1,247,9,127
2020-04-26,MT,3,0,250,9,129
2020-04-27,MT,7,1,257,10,145
2020-04-28,MT,4,1,261,11,153
2020-04-29,MT,31,0,292,11,173
2020-04-30,MT,5,0,297,11,182
2020-05-01,MT,23,0,320,11,188
2020-05-02,MT,11,1,331,12,189
2020-05-03,MT,6,0,337,12,190
2020-05-04,MT,7,1,344,13,205
2020-05-05,MT,21,0,365,13,215
2020-01-30,PA,0,0,0,0,0
2020-01-31,PA,0,0,0,0,0
2020-02-01,PA,0,0,0,0,0
2020-02-02,PA,0,0,0,0,0
2020-02-03,PA,0,0,0,0,0
2020-02-04,PA,0,0,0,0,0
2020-02-05,PA,0,0,0,0,0
2020-02-06,PA,0,0,0,0,0
2020-02-07,PA,0,0,0,0,0
2020-02-08,PA,0,0,0,0,0
2020-02-09,PA,0,0,0,0,0
2020-02-10,PA,0,0,0,0,0
2020-02-11,PA,0,0,0,0,0
2020-02-12,PA,0,0,0,0,0
2020-02-13,PA,0,0,0,0,0
2020-02-14,PA,0,0,0,0,0
2020-02-15,PA,0,0,0,0,0
2020-02-16,PA,0,0,0,0,0
2020-02-17,PA,0,0,0,0,0
2020-02-18,PA,0,0,0,0,0
2020-02-19,PA,0,0,0,0,0
2020-02-20,PA,0,0,0,0,0
2020-02-21,PA,0,0,0,0,0
2020-02-22,PA,0,0,0,0,0
2020-02-23,PA,0,0,0,0,0
2020-02-24,PA,0,0,0,0,0
2020-02-25,PA,0,0,0,0,0
